seqnames,start,end,width,LoopAnchors,Enhancers,Promoters
chr12,65891870,65892575,706,NA,NA,NA
chr12,65924908,65925777,870,NA,purple,NA
chr12,65926167,65927113,947,NA,purple,NA
chr12,67517211,67517588,378,NA,NA,NA
chr12,67647498,67647831,334,NA,NA,blue
chr12,68609830,68610328,499,NA,NA,blue
chr12,69331289,69332043,755,NA,NA,blue
chr12,76032509,76033010,502,NA,NA,blue
chr12,76665722,76666621,900,NA,NA,NA
chr12,89353102,89353739,638,NA,NA,blue
chr12,92540240,92540785,546,NA,purple,NA
chr12,93377212,93377697,486,NA,NA,blue
chr12,93894577,93895493,917,NA,NA,NA
chr12,94151008,94152425,1418,green,NA,NA
chr12,94164706,94165162,457,NA,NA,NA
chr12,94678136,94678736,601,NA,NA,NA
chr12,96077948,96078761,814,green,NA,NA
chr12,96193603,96194027,425,NA,NA,blue
chr12,96208621,96210891,2271,green,purple,NA
chr12,96240661,96240995,335,green,purple,NA
chr12,104473186,104474218,1033,green,purple,NA
chr12,104598662,104599104,443,NA,purple,NA
chr12,104742547,104743182,636,NA,purple,NA
chr12,105083549,105084001,453,NA,NA,NA
chr12,107317528,107318026,499,NA,NA,blue
chr12,108609384,108609981,598,green,NA,NA
chr12,108629748,108630198,451,green,NA,NA
chr12,108825979,108827346,1368,NA,purple,NA
chr12,109944864,109945456,593,NA,purple,NA
chr12,110743601,110743958,358,NA,NA,blue
chr12,110781526,110782281,756,NA,NA,NA
chr12,111091117,111091602,486,NA,NA,NA
chr12,111093640,111093975,336,NA,NA,NA
chr12,111409103,111409681,579,green,NA,NA
chr12,111412016,111412681,666,green,NA,NA
chr12,111429362,111430322,961,NA,purple,NA
chr12,111766347,111766644,298,NA,NA,blue
chr12,112801310,112801745,436,NA,NA,NA
chr12,113065069,113065594,526,green,NA,NA
chr12,113077147,113078216,1070,NA,NA,NA
chr12,113245914,113246307,394,NA,NA,NA
chr12,113302639,113303581,943,NA,NA,NA
chr12,116508763,116509219,457,NA,NA,NA
chr12,116599596,116600223,628,NA,NA,NA
chr12,116665636,116666055,420,NA,NA,NA
chr12,116694967,116695807,841,NA,NA,NA
chr12,117044845,117045306,462,green,NA,NA
chr12,119673417,119674164,748,NA,purple,NA
chr12,120224536,120226403,1868,green,NA,blue
chr12,120228970,120229530,561,green,NA,NA
chr12,120719374,120720878,1505,NA,NA,NA
chr12,121240373,121240917,545,NA,purple,NA
chr12,121297560,121298013,454,NA,purple,NA
chr12,121467823,121468388,566,NA,NA,NA
chr12,121536030,121536653,624,green,purple,NA
chr12,121589912,121591033,1122,green,purple,NA
chr12,121634669,121635195,527,NA,NA,NA
chr12,121781842,121782523,682,green,purple,NA
chr12,121805798,121806379,582,green,NA,blue
chr12,121812395,121812767,373,NA,purple,NA
chr12,122155596,122155996,401,NA,NA,NA
chr12,122917755,122918315,561,green,NA,NA
chr12,122943206,122943659,454,green,NA,NA
chr12,122984446,122985543,1098,green,NA,NA
chr12,123268504,123269742,1239,green,NA,NA
chr12,123389745,123391394,1650,green,purple,NA
chr12,123762411,123763055,645,NA,NA,NA
chr12,123937712,123938150,439,NA,purple,NA
chr12,123971540,123971911,372,NA,NA,blue
chr12,124040406,124040734,329,green,NA,NA
chr12,124094474,124095042,569,green,NA,NA
chr12,124352809,124353299,491,NA,NA,NA
chr12,124379735,124380201,467,green,NA,NA
chr12,124388414,124389830,1417,green,purple,NA
chr12,124391827,124392365,539,green,purple,NA
chr12,124393136,124393507,372,green,purple,NA
chr12,124497861,124498286,426,NA,NA,NA
chr12,124517193,124519240,2048,NA,NA,NA
chr12,124520558,124521068,511,green,NA,NA
chr12,124531158,124531626,469,NA,NA,blue
chr12,124561082,124561606,525,green,NA,blue
chr12,124564400,124564978,579,green,NA,NA
chr12,124842732,124843116,385,NA,NA,NA
chr12,124928182,124928799,618,NA,purple,NA
chr12,125098934,125099313,380,NA,NA,NA
chr12,128794554,128795207,654,NA,purple,NA
chr12,130838167,130838733,567,NA,NA,NA
chr12,130870961,130871382,422,NA,NA,blue
chr12,130880183,130880580,398,NA,NA,NA
chr12,131216603,131217077,475,NA,NA,NA
chr12,131221459,131221965,507,NA,NA,NA
chr12,131773882,131774512,631,NA,NA,NA
chr12,131784010,131784626,617,NA,NA,NA
chr12,131804025,131804429,405,NA,purple,NA
chr12,132066170,132066617,448,NA,NA,NA
chr12,132188995,132189233,239,NA,NA,blue
chr12,132428629,132429058,430,green,NA,NA
chr12,132445428,132445782,355,NA,purple,NA
chr12,132451190,132451477,288,NA,NA,NA
chr12,132504904,132505690,787,NA,NA,NA
chr12,132506157,132507264,1108,NA,purple,NA
chr12,132662412,132663141,730,NA,purple,NA
chr12,132765389,132765843,455,NA,purple,NA
chr12,132766456,132767123,668,NA,purple,NA
chr12,132768429,132768987,559,NA,purple,NA
chr13,20191454,20191995,542,NA,NA,NA
chr13,20475648,20476037,390,green,NA,NA
chr13,23608844,23609210,367,NA,purple,NA
chr13,23695638,23696234,597,NA,NA,NA
chr13,24160041,24160573,533,NA,NA,blue
chr13,30354774,30356416,1643,NA,NA,NA
chr13,30420995,30421402,408,NA,NA,blue
chr13,30445302,30446407,1106,NA,NA,NA
chr13,31209344,31210056,713,NA,NA,NA
chr13,33033336,33033772,437,NA,NA,NA
chr13,33205377,33206343,967,NA,NA,NA
chr13,36430227,36431162,936,NA,NA,blue
chr13,36814289,36814848,560,NA,NA,NA
chr13,40790050,40790369,320,NA,NA,NA
chr13,43054786,43055601,816,NA,purple,NA
chr13,44373344,44374561,1218,NA,NA,blue
chr13,44406331,44407262,932,NA,NA,blue
chr13,46182750,46183964,1215,green,NA,NA
chr13,46552165,46552463,299,green,NA,blue
chr13,48234529,48238013,3485,NA,NA,NA
chr13,48853490,48854145,656,NA,NA,NA
chr13,49219690,49220156,467,NA,NA,blue
chr13,49496302,49496650,349,NA,NA,NA
chr13,49652359,49653000,642,green,NA,NA
chr13,50126852,50127519,668,green,NA,blue
chr13,51004151,51004808,658,NA,NA,NA
chr13,51065613,51067059,1447,NA,NA,NA
chr13,51222852,51223334,483,NA,NA,NA
chr13,51764519,51765287,769,NA,purple,NA
chr13,52160656,52161171,516,NA,NA,blue
chr13,57632811,57632957,147,NA,NA,NA
chr13,73765678,73767491,1814,NA,purple,NA
chr13,75635473,75635822,350,NA,NA,blue
chr13,76972160,76972829,670,NA,NA,NA
chr13,78647088,78647385,298,NA,NA,NA
chr13,79480697,79481036,340,NA,NA,blue
chr13,91174788,91175635,848,NA,NA,NA
chr13,91399386,91400346,961,NA,NA,NA
chr13,94859063,94859699,637,NA,NA,NA
chr13,98044249,98044848,600,NA,NA,NA
chr13,98565843,98566403,561,NA,purple,NA
chr13,100612048,100612697,650,NA,purple,NA
chr13,103282951,103283595,645,NA,NA,NA
chr13,106417587,106417870,284,NA,NA,NA
chr13,106491398,106491792,395,NA,NA,NA
chr13,106867187,106867789,603,NA,NA,NA
chr13,106919542,106920059,518,NA,NA,NA
chr13,109243462,109244218,757,NA,NA,NA
chr13,109400128,109400582,455,NA,NA,blue
chr13,109667546,109668315,770,NA,NA,NA
chr13,110044473,110045146,674,NA,NA,NA
chr13,110124748,110125060,313,NA,NA,NA
chr13,110126437,110127019,583,NA,NA,NA
chr13,110560759,110561249,491,NA,NA,NA
chr13,111184517,111185448,932,NA,NA,blue
chr13,112893540,112894009,470,NA,NA,blue
chr13,112928479,112929033,555,NA,NA,NA
chr13,112968225,112968568,344,NA,NA,NA
chr13,112992262,112992664,403,NA,NA,NA
chr13,113010349,113010809,461,NA,NA,NA
chr13,113508213,113508783,571,NA,purple,NA
chr13,113528129,113528585,457,NA,NA,NA
chr13,113951234,113951824,591,green,NA,NA
chr13,114048925,114049423,499,green,purple,NA
chr13,114110523,114110954,432,NA,NA,blue
chr13,114134426,114135118,693,green,NA,blue
chr13,114140301,114140918,618,NA,purple,NA
chr13,114142411,114143205,795,NA,purple,NA
chr14,20429715,20430141,427,NA,purple,NA
chr14,20622745,20624009,1265,green,NA,NA
chr14,20723415,20723839,425,green,NA,blue
chr14,21069247,21069723,477,NA,NA,blue
chr14,21267474,21267964,491,green,NA,NA
chr14,21308002,21309136,1135,green,NA,NA
chr14,22065651,22066415,765,NA,NA,blue
chr14,22417786,22418713,928,green,NA,blue
chr14,22560901,22561553,653,green,NA,NA
chr14,22887093,22887527,435,NA,purple,NA
chr14,23695211,23695805,595,NA,NA,NA
chr14,23969484,23970221,738,NA,NA,blue
chr14,24051361,24051631,271,NA,NA,blue
chr14,24095014,24095664,651,NA,NA,NA
chr14,24310053,24311725,1673,green,NA,blue
chr14,24327824,24328377,554,green,purple,NA
chr14,24332696,24333129,434,green,NA,NA
chr14,24334213,24335544,1332,green,NA,blue
chr14,24366134,24367940,1807,green,NA,NA
chr14,24397876,24398833,958,green,NA,blue
chr14,24481586,24482034,449,NA,NA,NA
chr14,30982368,30982828,461,green,NA,NA
chr14,33938184,33938931,748,NA,NA,NA
chr14,35369938,35370387,450,NA,NA,NA
chr14,49585033,49585224,192,NA,NA,blue
chr14,50001223,50001462,240,green,purple,NA
chr14,50859523,50859948,426,NA,purple,NA
chr14,50871833,50872498,666,NA,NA,blue
chr14,52316119,52317434,1316,NA,NA,NA
chr14,55129917,55130202,286,NA,purple,NA
chr14,55807194,55807718,525,NA,purple,NA
chr14,58752786,58753506,721,NA,purple,NA
chr14,60327302,60327647,346,NA,NA,NA
chr14,61439224,61439780,557,NA,purple,NA
chr14,61470142,61470523,382,green,purple,NA
chr14,61567907,61569245,1339,green,NA,blue
chr14,61719423,61720548,1126,NA,purple,NA
chr14,64221363,64221866,504,NA,NA,NA
chr14,64762528,64762957,430,NA,NA,NA
chr14,64764267,64764688,422,NA,NA,NA
chr14,64971273,64971659,387,NA,NA,NA
chr14,65229660,65230543,884,green,purple,NA
chr14,68283359,68283997,639,green,purple,NA
chr14,68363670,68364081,412,NA,purple,NA
chr14,68563284,68564123,840,NA,NA,NA
chr14,68628101,68629222,1122,NA,NA,blue
chr14,68633302,68633791,490,NA,NA,NA
chr14,68654834,68655865,1032,NA,NA,NA
chr14,69153905,69154194,290,NA,NA,blue
chr14,69711814,69713089,1276,NA,purple,NA
chr14,71418571,71419538,968,NA,purple,NA
chr14,73239449,73239957,509,green,NA,NA
chr14,73269638,73270679,1042,green,NA,NA
chr14,73491995,73492184,190,NA,NA,NA
chr14,73754947,73755650,704,green,NA,NA
chr14,73761447,73762820,1374,NA,NA,NA
chr14,74508408,74508839,432,NA,NA,NA
chr14,74941497,74942321,825,green,purple,NA
chr14,74961912,74962433,522,NA,NA,NA
chr14,75295090,75295853,764,green,NA,NA
chr14,75426977,75427453,477,NA,NA,blue
chr14,75458790,75459727,938,NA,purple,NA
chr14,76777853,76778384,532,NA,NA,blue
chr14,76953533,76954138,606,green,purple,NA
chr14,76977959,76978406,448,green,purple,NA
chr14,77024048,77024482,435,NA,NA,NA
chr14,77032633,77033204,572,NA,purple,NA
chr14,77038601,77039075,475,NA,NA,blue
chr14,77041299,77042359,1061,NA,NA,NA
chr14,77980640,77981537,898,NA,NA,NA
chr14,87992221,87993734,1514,NA,NA,blue
chr14,89040880,89041719,840,green,NA,NA
chr14,89164375,89164954,580,green,purple,NA
chr14,89359654,89360550,897,green,purple,NA
chr14,90383947,90384827,881,NA,NA,NA
chr14,90402097,90402766,670,green,purple,NA
chr14,90759022,90759854,833,NA,purple,NA
chr14,91329224,91330553,1330,green,purple,NA
chr14,91350641,91351383,743,green,purple,NA
chr14,91366937,91367721,785,NA,purple,NA
chr14,91372469,91373089,621,green,purple,NA
chr14,91377762,91378614,853,green,purple,NA
chr14,91403025,91403509,485,NA,purple,NA
chr14,91873528,91874079,552,NA,NA,NA
chr14,92539943,92540314,372,green,purple,NA
chr14,92549845,92550476,632,green,purple,NA
chr14,92555322,92556010,689,green,NA,NA
chr14,92675481,92675986,506,NA,purple,NA
chr14,93331068,93331875,808,NA,NA,blue
chr14,93952764,93953687,924,NA,NA,NA
chr14,95291055,95291588,534,NA,NA,NA
chr14,95523395,95524587,1193,NA,NA,NA
chr14,100072859,100073298,440,NA,NA,NA
chr14,100105516,100106005,490,NA,NA,NA
chr14,100140572,100140961,390,NA,NA,NA
chr14,100142039,100143078,1040,NA,purple,NA
chr14,100147176,100147916,741,NA,NA,NA
chr14,100165543,100166140,598,NA,NA,NA
chr14,100213269,100213823,555,NA,purple,NA
chr14,100278624,100279127,504,NA,purple,NA
chr14,100284603,100285054,452,NA,purple,NA
chr14,100617188,100618054,867,NA,NA,NA
chr14,100673039,100673833,795,NA,NA,NA
chr14,100677093,100678734,1642,NA,purple,NA
chr14,100680292,100681048,757,NA,NA,blue
chr14,100717704,100718194,491,NA,NA,NA
chr14,101111787,101112085,299,NA,NA,NA
chr14,101232805,101233450,646,NA,NA,NA
chr14,101596638,101597225,588,NA,NA,NA
chr14,102437899,102438562,664,NA,NA,NA
chr14,102900948,102901521,574,NA,NA,NA
chr14,103112062,103113035,974,green,NA,NA
chr14,103113515,103114147,633,green,NA,NA
chr14,103136972,103137232,261,NA,NA,NA
chr14,103278990,103279339,350,NA,NA,blue
chr14,103520457,103520991,535,NA,NA,NA
chr14,103560956,103561476,521,NA,NA,blue
chr14,103623998,103624573,576,NA,NA,NA
chr14,103679309,103679596,288,NA,NA,NA
chr14,103703919,103704153,235,NA,NA,NA
chr14,103704852,103705667,816,NA,NA,NA
chr14,104394499,104395465,967,NA,purple,NA
chr14,104657936,104658230,295,NA,NA,NA
chr14,104676734,104677549,816,NA,NA,NA
chr14,104687068,104687397,330,NA,NA,NA
chr14,104689053,104689275,223,NA,NA,blue
chr14,104700368,104701163,796,NA,NA,NA
chr14,104736201,104736610,410,NA,NA,NA
chr14,104793964,104794573,610,NA,NA,NA
chr14,104799572,104800346,775,NA,NA,blue
chr14,104932858,104933238,381,NA,NA,NA
chr14,105058534,105058943,410,NA,NA,NA
chr14,105061118,105061442,325,NA,NA,NA
chr14,105064770,105065119,350,NA,NA,NA
chr14,105092687,105092988,302,green,NA,blue
chr14,105170869,105171678,810,NA,NA,NA
chr14,105182628,105183268,641,NA,NA,blue
chr14,105204784,105205512,729,NA,NA,NA
chr14,105248183,105248785,603,NA,NA,blue
chr14,105248852,105249321,470,NA,NA,NA
chr14,105290839,105291272,434,NA,NA,NA
chr14,105293404,105294686,1283,NA,purple,NA
chr14,105340822,105341526,705,NA,NA,NA
chr14,105410910,105411133,224,green,NA,NA
chr14,105414449,105414844,396,green,NA,NA
chr14,105422046,105422570,525,NA,NA,NA
chr14,105469670,105470025,356,NA,NA,NA
chr14,105527580,105527872,293,NA,NA,NA
chr14,105530102,105530412,311,NA,NA,NA
chr14,105900037,105903218,3182,NA,NA,blue
chr14,105906351,105908418,2068,NA,NA,blue
chr14,105909429,105912603,3175,NA,NA,blue
chr14,106788624,106789572,949,NA,NA,NA
chr15,20756036,20756656,621,NA,NA,blue
chr15,22949118,22949566,449,NA,NA,NA
chr15,25800311,25800668,358,NA,NA,NA
chr15,30823505,30823680,176,NA,purple,NA
chr15,31300290,31300697,408,NA,NA,NA
chr15,31342690,31343219,530,NA,purple,NA
chr15,31352458,31353022,565,NA,purple,NA
chr15,31356792,31357654,863,NA,purple,NA
chr15,31393165,31393620,456,NA,purple,NA
chr15,31396990,31397527,538,NA,NA,NA
chr15,31436148,31436635,488,NA,purple,NA
chr15,32579617,32579957,341,NA,NA,NA
chr15,36880210,36880677,468,NA,NA,NA
chr15,40069079,40069624,546,NA,NA,NA
chr15,40104678,40105419,742,NA,NA,NA
chr15,40436953,40437553,601,NA,NA,NA
chr15,40763063,40763330,268,NA,NA,blue
chr15,40768568,40769348,781,NA,NA,blue
chr15,40769888,40770577,690,NA,NA,blue
chr15,40794938,40795428,491,NA,NA,NA
chr15,40843473,40844039,567,NA,NA,blue
chr15,40906953,40907745,793,green,NA,blue
chr15,41079510,41079929,420,NA,NA,NA
chr15,41495189,41496212,1024,NA,NA,NA
chr15,41500963,41503025,2063,NA,NA,NA
chr15,41513668,41514184,517,NA,NA,blue
chr15,41621985,41622209,225,NA,NA,NA
chr15,41659745,41660260,516,NA,purple,NA
chr15,41892724,41893136,413,NA,NA,blue
chr15,43511382,43511748,367,NA,NA,blue
chr15,45376567,45377072,506,NA,NA,blue
chr15,51077198,51077482,285,NA,NA,NA
chr15,52242971,52243614,644,green,NA,NA
chr15,56244520,56245008,489,NA,NA,blue
chr15,56917484,56918052,569,NA,NA,blue
chr15,57320680,57321312,633,green,NA,NA
chr15,57591835,57592385,551,NA,NA,blue
chr15,58459387,58459918,532,NA,NA,NA
chr15,58520394,58520770,377,NA,NA,blue
chr15,58551304,58552341,1038,NA,NA,NA
chr15,58864629,58865514,886,NA,NA,blue
chr15,60398903,60399427,525,NA,purple,NA
chr15,63382059,63382317,259,NA,NA,blue
chr15,64717696,64718333,638,green,NA,NA
chr15,64844217,64845034,818,green,NA,NA
chr15,64870424,64870879,456,NA,purple,NA
chr15,64883929,64884701,773,NA,purple,NA
chr15,64894681,64895357,677,NA,purple,NA
chr15,66673404,66673928,525,NA,NA,NA
chr15,66760919,66761621,703,NA,NA,NA
chr15,66763289,66764202,914,NA,NA,NA
chr15,66772908,66773365,458,NA,NA,NA
chr15,66842056,66842320,265,NA,purple,NA
chr15,67033952,67034246,295,NA,NA,NA
chr15,67090809,67091605,797,green,purple,NA
chr15,67104338,67104941,604,NA,NA,NA
chr15,68204967,68205654,688,NA,NA,NA
chr15,68208548,68209062,515,NA,NA,NA
chr15,68209719,68210063,345,NA,NA,NA
chr15,68210770,68211218,449,NA,NA,NA
chr15,68579510,68580093,584,green,NA,NA
chr15,68782841,68783134,294,green,purple,NA
chr15,68787589,68788460,872,green,purple,NA
chr15,68789789,68790456,668,green,purple,NA
chr15,68794693,68795909,1217,NA,purple,NA
chr15,69594433,69594786,354,green,NA,NA
chr15,70473718,70474354,637,NA,NA,NA
chr15,72196963,72197511,549,NA,NA,NA
chr15,72229248,72229737,490,NA,NA,NA
chr15,73922479,73923255,777,NA,NA,NA
chr15,73975764,73976405,642,green,NA,NA
chr15,74048622,74049050,429,NA,NA,NA
chr15,74390575,74391127,553,green,NA,NA
chr15,74762169,74763137,969,green,NA,NA
chr15,74789175,74789795,621,NA,NA,blue
chr15,75090135,75090739,605,NA,NA,NA
chr15,75177928,75179402,1475,NA,purple,NA
chr15,75195495,75196212,718,NA,NA,blue
chr15,75200826,75201408,583,NA,purple,NA
chr15,75346772,75347126,355,green,NA,blue
chr15,75638538,75639015,478,NA,NA,blue
chr15,75694328,75695451,1124,NA,NA,NA
chr15,75709347,75709959,613,NA,NA,NA
chr15,75732216,75733091,876,green,NA,NA
chr15,75901963,75902664,702,NA,NA,blue
chr15,76140091,76140485,395,NA,NA,NA
chr15,76996281,76996816,536,NA,NA,NA
chr15,77015692,77016497,806,NA,purple,NA
chr15,77083782,77084087,306,green,NA,blue
chr15,78068900,78069576,677,green,NA,NA
chr15,78177288,78177732,445,NA,NA,NA
chr15,78564475,78564943,469,NA,NA,blue
chr15,80999499,80999908,410,NA,NA,blue
chr15,81001983,81002466,484,NA,NA,NA
chr15,81265072,81265722,651,green,NA,NA
chr15,82298384,82299058,675,NA,NA,blue
chr15,83012006,83012340,335,NA,NA,blue
chr15,84982387,84983076,690,NA,NA,NA
chr15,85330036,85330404,369,green,NA,blue
chr15,85543539,85544171,633,NA,purple,NA
chr15,89814123,89814463,341,green,NA,NA
chr15,90000472,90000655,184,green,NA,blue
chr15,90020282,90020829,548,NA,purple,NA
chr15,90034894,90035512,619,NA,purple,NA
chr15,90046848,90047459,612,NA,NA,NA
chr15,90184732,90184939,208,NA,NA,NA
chr15,90213742,90214139,398,NA,NA,NA
chr15,90664837,90665413,577,green,purple,NA
chr15,90838123,90838547,425,green,NA,blue
chr15,92074094,92074922,829,NA,NA,NA
chr15,92810384,92811349,966,green,NA,blue
chr15,93064431,93064680,250,green,NA,NA
chr15,93073665,93074173,509,green,NA,NA
chr15,94232036,94233097,1062,green,NA,NA
chr15,94293463,94294496,1034,NA,purple,NA
chr15,98525095,98526095,1001,green,NA,NA
chr15,98776678,98777341,664,NA,NA,NA
chr15,98800472,98801483,1012,NA,NA,NA
chr15,99014091,99014563,473,NA,NA,NA
chr15,99511546,99512153,608,NA,NA,NA
chr15,101115348,101115685,338,green,NA,blue
chr15,101121488,101121735,248,green,NA,NA
chr15,101122110,101122643,534,green,NA,NA
chr15,101133900,101134309,410,green,NA,NA
chr15,101246189,101246899,711,green,purple,NA
chr15,101456222,101456767,546,NA,purple,NA
chr16,71670,72343,674,NA,NA,NA
chr16,85391,85718,328,NA,purple,NA
chr16,252432,252877,446,green,purple,NA
chr16,324501,324859,359,NA,purple,NA
chr16,363850,364300,451,NA,NA,NA
chr16,380756,381109,354,NA,NA,blue
chr16,382846,384356,1511,NA,purple,NA
chr16,397616,398060,445,green,NA,NA
chr16,427002,427391,390,NA,NA,NA
chr16,546670,547312,643,NA,NA,NA
chr16,578810,579566,757,NA,NA,NA
chr16,630424,631678,1255,NA,NA,NA
chr16,648208,648416,209,NA,NA,blue
chr16,675625,676119,495,NA,NA,blue
chr16,726164,726637,474,green,NA,blue
chr16,728767,728988,222,green,NA,blue
chr16,737557,738304,748,NA,NA,NA
chr16,1244978,1245354,377,NA,purple,NA
chr16,1311210,1312218,1009,NA,NA,blue
chr16,1457799,1458113,315,green,NA,NA
chr16,1459070,1459433,364,green,NA,NA
chr16,1471437,1472181,745,NA,NA,NA
chr16,1527091,1528158,1068,NA,NA,blue
chr16,1536515,1536768,254,NA,NA,NA
chr16,1537785,1538458,674,NA,NA,NA
chr16,1545025,1545972,948,NA,NA,NA
chr16,1647727,1648272,546,NA,purple,NA
chr16,1770207,1771375,1169,NA,NA,blue
chr16,2005170,2006111,942,green,NA,NA
chr16,2032939,2033981,1043,green,purple,NA
chr16,2043930,2044644,715,NA,NA,NA
chr16,2123940,2126643,2704,NA,NA,NA
chr16,2153175,2153524,350,NA,NA,NA
chr16,2251921,2252171,251,green,NA,blue
chr16,2430386,2430805,420,NA,NA,NA
chr16,2467114,2467621,508,NA,NA,NA
chr16,2468876,2469391,516,NA,NA,blue
chr16,2509902,2510453,552,NA,NA,NA
chr16,2521062,2521300,239,NA,NA,NA
chr16,2670009,2670355,347,NA,purple,NA
chr16,3004986,3005397,412,NA,NA,blue
chr16,3021581,3022047,467,green,NA,blue
chr16,3058016,3058552,537,green,NA,NA
chr16,3086747,3088031,1285,green,NA,blue
chr16,3458922,3459609,688,NA,NA,NA
chr16,3499837,3500432,596,NA,NA,blue
chr16,3589260,3590007,748,NA,NA,NA
chr16,3878615,3879329,715,NA,NA,NA
chr16,3982992,3983422,431,green,NA,NA
chr16,4293928,4294389,462,NA,NA,NA
chr16,4309901,4310225,325,NA,NA,NA
chr16,4660621,4660965,345,NA,NA,NA
chr16,4661588,4662207,620,NA,purple,NA
chr16,4664228,4665067,840,NA,purple,NA
chr16,8867075,8867766,692,NA,NA,blue
chr16,8869638,8870003,366,NA,NA,blue
chr16,9090139,9090556,418,NA,NA,blue
chr16,10386683,10387159,477,NA,purple,NA
chr16,10553264,10553623,360,NA,purple,NA
chr16,10877414,10878457,1044,NA,NA,NA
chr16,10879525,10880522,998,NA,NA,NA
chr16,10929537,10930263,727,NA,NA,NA
chr16,11225325,11225701,377,NA,purple,NA
chr16,11506977,11507417,441,NA,purple,NA
chr16,11674876,11675336,461,NA,NA,NA
chr16,12089808,12090324,517,NA,purple,blue
chr16,12228575,12228980,406,NA,NA,NA
chr16,15041213,15041954,742,NA,purple,NA
chr16,15143416,15144829,1414,NA,NA,NA
chr16,15858307,15858772,466,NA,NA,blue
chr16,15989133,15989515,383,NA,purple,NA
chr16,16027812,16028596,785,NA,purple,NA
chr16,16088800,16089534,735,NA,purple,NA
chr16,16119677,16120326,650,NA,purple,NA
chr16,20805803,20806107,305,green,NA,blue
chr16,20913715,20914311,597,NA,purple,NA
chr16,21520727,21521107,381,NA,NA,blue
chr16,22009044,22009341,298,green,NA,blue
chr16,23079748,23080158,411,NA,NA,NA
chr16,23508689,23509613,925,NA,purple,NA
chr16,24988238,24989222,985,NA,purple,NA
chr16,27225508,27226084,577,green,NA,NA
chr16,27531162,27532773,1612,NA,purple,NA
chr16,28291592,28292061,470,NA,NA,blue
chr16,28507912,28508410,499,NA,NA,NA
chr16,28740553,28740995,443,NA,NA,blue
chr16,29081789,29082599,811,NA,NA,NA
chr16,29115514,29115939,426,NA,purple,NA
chr16,29126040,29126534,495,NA,purple,NA
chr16,29184422,29185065,644,NA,NA,NA
chr16,29285143,29285508,366,NA,NA,NA
chr16,29653480,29653960,481,NA,purple,NA
chr16,29689587,29690002,416,green,NA,NA
chr16,30004756,30005058,303,NA,NA,NA
chr16,30009906,30010593,688,NA,NA,NA
chr16,30418372,30418603,232,green,purple,NA
chr16,30561373,30561467,95,green,purple,NA
chr16,30948271,30948749,479,NA,NA,blue
chr16,31064339,31064886,548,green,NA,blue
chr16,31214556,31215489,934,green,NA,NA
chr16,31356998,31358232,1235,NA,NA,NA
chr16,31457815,31458241,427,green,NA,blue
chr16,31472686,31472929,244,green,NA,blue
chr16,31476125,31476846,722,green,NA,NA
chr16,31477154,31477799,646,green,NA,NA
chr16,31537154,31537996,843,green,NA,NA
chr16,48365690,48366075,386,green,purple,NA
chr16,48541966,48542582,617,NA,NA,NA
chr16,49440677,49441187,511,green,NA,NA
chr16,50259456,50259838,383,NA,NA,NA
chr16,50266888,50267638,751,green,purple,NA
chr16,50281286,50281635,350,green,purple,NA
chr16,50284315,50285248,934,green,purple,NA
chr16,50297291,50297952,662,green,NA,NA
chr16,50693239,50693851,613,NA,NA,blue
chr16,50697971,50698558,588,NA,NA,NA
chr16,53094143,53094678,536,NA,purple,NA
chr16,53504025,53504580,556,NA,NA,blue
chr16,55496768,55497421,654,NA,NA,NA
chr16,56278767,56279546,780,NA,NA,NA
chr16,56356935,56357841,907,NA,NA,NA
chr16,56589698,56590127,430,green,NA,NA
chr16,57045648,57046090,443,NA,purple,NA
chr16,57091372,57091850,479,NA,NA,blue
chr16,57260240,57260590,351,NA,NA,NA
chr16,57416561,57416872,312,NA,NA,NA
chr16,57478873,57479925,1053,NA,NA,NA
chr16,57533503,57534007,505,NA,NA,NA
chr16,57537097,57537839,743,NA,NA,blue
chr16,57609270,57610162,893,green,NA,blue
chr16,57645265,57645724,460,green,NA,NA
chr16,57646020,57646492,473,green,purple,NA
chr16,57801524,57802050,527,green,NA,NA
chr16,58022782,58023143,362,green,NA,NA
chr16,66266379,66267350,972,NA,NA,NA
chr16,66363719,66364593,875,NA,NA,NA
chr16,66366269,66366807,539,NA,NA,blue
chr16,66578579,66579679,1101,NA,NA,blue
chr16,67151245,67151624,380,NA,NA,blue
chr16,67177828,67178784,957,NA,NA,NA
chr16,67529535,67530970,1436,green,NA,blue
chr16,67538234,67538975,742,green,purple,NA
chr16,67661293,67661767,475,NA,NA,blue
chr16,67939959,67940424,466,green,NA,NA
chr16,67967254,67967919,666,green,purple,NA
chr16,68287518,68287955,438,green,NA,NA
chr16,68416268,68416989,722,NA,purple,NA
chr16,69482118,69482598,481,NA,NA,NA
chr16,69823757,69824319,563,NA,NA,NA
chr16,71896847,71897336,490,NA,NA,blue
chr16,72875707,72876300,594,NA,purple,NA
chr16,73032452,73033381,930,NA,NA,NA
chr16,73035957,73038039,2083,NA,NA,NA
chr16,73070676,73071835,1160,NA,NA,NA
chr16,73152039,73152945,907,NA,purple,NA
chr16,74729669,74730577,909,NA,NA,NA
chr16,74773889,74774264,376,NA,NA,NA
chr16,75063094,75063813,720,NA,purple,NA
chr16,75065252,75065786,535,NA,purple,NA
chr16,75073828,75074983,1156,NA,purple,NA
